ranking,nome_jogo,plataforma,ano,genero,editora,NA_vendas,EU_vendas,JP_vendas,outras_vendas,global_vendas,preco,receita_NA,receita_EU,receita_JP,receita_outras,receita_global,anos_desde_lancamento
14116,XBLAZE Code: Embryo,PS3,2013.0,Adventure,Arc System Works,0.02,0.0,0.01,0.0,0.03,36.54,0.73,0.0,0.37,0.0,1.1,11
14117,The Idolmaster: Gravure For You! Vol. 4,PS3,2012.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,32.7,0.0,0.0,0.98,0.0,0.98,12
14118,RedCard 20-03,XB,2002.0,Sports,Midway Games,0.03,0.01,0.0,0.0,0.03,42.82,1.28,0.43,0.0,0.0,1.28,22
14119,Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,DS,2009.0,Role-Playing,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,17.55,0.0,0.0,0.53,0.0,0.53,15
14120,Puyo Puyo 7,PSP,2009.0,Puzzle,Sega,0.0,0.0,0.03,0.0,0.03,16.0,0.0,0.0,0.48,0.0,0.48,15
14121,Asterix & Obelix: Kick Buttix,PS2,2004.0,Action,Atari,0.02,0.01,0.0,0.0,0.03,50.98,1.02,0.51,0.0,0.0,1.53,20
14122,Radiant Silvergun,SAT,1998.0,Shooter,ESP,0.0,0.0,0.03,0.0,0.03,69.37,0.0,0.0,2.08,0.0,2.08,26
14123,Bounty Hounds,PSP,2006.0,Action,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03,40.12,1.2,0.0,0.0,0.0,1.2,18
14124,Care Bears - Care Quest,GBA,2005.0,Action,Game Factory,0.02,0.01,0.0,0.0,0.03,21.81,0.44,0.22,0.0,0.0,0.65,19
14125,Apache: Air Assault,PC,2010.0,Simulation,Just Flight,0.0,0.03,0.0,0.01,0.03,68.66,0.0,2.06,0.0,0.69,2.06,14
14126,Cooking Mama: My Sweets Shop,3DS,2014.0,Simulation,Office Create,0.0,0.0,0.03,0.0,0.03,36.23,0.0,0.0,1.09,0.0,1.09,10
14127,Championship Manager Season 01/02,PC,2001.0,Sports,Eidos Interactive,0.0,0.03,0.0,0.01,0.03,53.58,0.0,1.61,0.0,0.54,1.61,23
14128,Even in a Game Listen to Me Girls. I Am Your Father!,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,29.81,0.0,0.0,0.89,0.0,0.89,12
14129,Tokyo Majin Gakuen: Kenfuuchou,DS,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,69.57,0.0,0.0,2.09,0.0,2.09,16
14130,Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,GBA,2002.0,Action,Hudson Soft,0.0,0.0,0.03,0.0,0.03,32.85,0.0,0.0,0.99,0.0,0.99,22
14131,Zatch Bell! Electric Arena,GBA,2003.0,Fighting,Banpresto,0.02,0.01,0.0,0.0,0.03,22.09,0.44,0.22,0.0,0.0,0.66,21
14132,Boulder Dash: Rocks!,DS,2007.0,Puzzle,10TACLE Studios,0.0,0.03,0.0,0.0,0.03,43.44,0.0,1.3,0.0,0.0,1.3,17
14133,NHRA Drag Racing: Countdown to the Championship,PSP,2007.0,Racing,THQ,0.03,0.0,0.0,0.0,0.03,66.26,1.99,0.0,0.0,0.0,1.99,17
14134,The Void,PC,2008.0,Adventure,Mamba Games,0.0,0.03,0.0,0.01,0.03,25.46,0.0,0.76,0.0,0.25,0.76,16
14135,TOCA Race Driver 3,XB,2006.0,Racing,Codemasters,0.03,0.01,0.0,0.0,0.03,36.63,1.1,0.37,0.0,0.0,1.1,18
14136,Daito Giken Premium Pachi-Slot Collection: Yoshimune,PS2,2006.0,Misc,Daito,0.0,0.0,0.03,0.0,0.03,63.04,0.0,0.0,1.89,0.0,1.89,18
14137,Maximum Racing: Drag & Stock Racer,Wii,2010.0,Racing,Nordic Games,0.03,0.0,0.0,0.0,0.03,36.42,1.09,0.0,0.0,0.0,1.09,14
14138,Sky Dancers,GBA,2005.0,Action,Crave Entertainment,0.02,0.01,0.0,0.0,0.03,38.11,0.76,0.38,0.0,0.0,1.14,19
14139,Silent Scope,GBA,2002.0,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,43.81,0.88,0.44,0.0,0.0,1.31,22
14140,Resident Evil 4 HD,PS4,2016.0,Shooter,Capcom,0.03,0.0,0.0,0.01,0.03,49.84,1.5,0.0,0.0,0.5,1.5,8
14141,World Series of Poker: Tournament of Champions 2007 Edition,PS2,2006.0,Misc,Activision,0.02,0.01,0.0,0.0,0.03,65.12,1.3,0.65,0.0,0.0,1.95,18
14142,Clever Kids: Pirates,DS,2008.0,Misc,Midas Interactive Entertainment,0.0,0.03,0.0,0.0,0.03,28.87,0.0,0.87,0.0,0.0,0.87,16
14143,Yggdra Union: We'll Never Fight Alone,GBA,2006.0,Role-Playing,Sting,0.0,0.0,0.03,0.0,0.03,20.61,0.0,0.0,0.62,0.0,0.62,18
14144,Tour de France 2014,PS4,2014.0,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03,44.22,0.0,1.33,0.0,0.0,1.33,10
14145,Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,PS3,2012.0,Misc,Fields,0.0,0.0,0.03,0.0,0.03,46.78,0.0,0.0,1.4,0.0,1.4,12
14146,Rapala Tournament Fishing!,X360,2006.0,Sports,Activision,0.03,0.0,0.0,0.0,0.03,51.05,1.53,0.0,0.0,0.0,1.53,18
14147,The Legend of Heroes: Trails in the Sky SC Evolution,PSV,2015.0,Role-Playing,Kadokawa Games,0.0,0.0,0.03,0.0,0.03,44.72,0.0,0.0,1.34,0.0,1.34,9
14148,Prey,PC,2006.0,Shooter,Take-Two Interactive,0.0,0.03,0.0,0.01,0.03,24.75,0.0,0.74,0.0,0.25,0.74,18
14149,Wangan Midnight,PS3,2007.0,Racing,Genki,0.0,0.0,0.03,0.0,0.03,13.54,0.0,0.0,0.41,0.0,0.41,17
14150,ESPN NBA 2Night 2002,PS2,2002.0,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,38.84,0.78,0.39,0.0,0.0,1.17,22
14151,Cabela's Dangerous Hunts 2,GC,2005.0,Sports,Activision,0.03,0.01,0.0,0.0,0.03,28.5,0.86,0.29,0.0,0.0,0.86,19
14152,SpongeBob: HeroPants,3DS,2015.0,Platform,Activision,0.03,0.0,0.0,0.0,0.03,59.72,1.79,0.0,0.0,0.0,1.79,9
14153,Kekkaishi: Kokubourou no Kage,Wii,2007.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,51.79,0.0,0.0,1.55,0.0,1.55,17
14154,Trap Gunner: Countdown to Oblivion,PS,1998.0,Strategy,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,17.8,0.36,0.18,0.0,0.0,0.53,26
14155,Suzumiya Haruhi no Tsuisou,PS3,2011.0,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,15.56,0.0,0.0,0.47,0.0,0.47,13
14156,Mame Goma: Shiro to Kuro no Meikyuu,3DS,2012.0,Action,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,57.44,0.0,0.0,1.72,0.0,1.72,12
14157,"Crouching Tiger, Hidden Dragon",GBA,2003.0,Action,Ubisoft,0.02,0.01,0.0,0.0,0.03,25.37,0.51,0.25,0.0,0.0,0.76,21
14158,Clash of Elementalists,3DS,2013.0,Action,Unknown,0.0,0.03,0.0,0.0,0.03,15.48,0.0,0.46,0.0,0.0,0.46,11
14159,Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,DS,2006.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,28.02,0.0,0.0,0.84,0.0,0.84,18
14160,Harukanaru Toki no Naka de Yumenoukihashi Special,PS2,2009.0,Adventure,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,32.67,0.0,0.0,0.98,0.0,0.98,15
14161,Rise of Nations: Rise of Legends,PC,2006.0,Strategy,Microsoft Game Studios,0.0,0.03,0.0,0.01,0.03,15.62,0.0,0.47,0.0,0.16,0.47,18
14162,Sabre Wulf,GBA,,Platform,THQ,0.02,0.01,0.0,0.0,0.03,65.55,1.31,0.66,0.0,0.0,1.97,0
14163,Tsuyo Kiss: Mighty Heart,PS2,2006.0,Adventure,Princess Soft,0.0,0.0,0.03,0.0,0.03,30.25,0.0,0.0,0.91,0.0,0.91,18
14164,Zoo Tycoon,PC,2001.0,Strategy,Microsoft Game Studios,0.0,0.03,0.0,0.01,0.03,45.73,0.0,1.37,0.0,0.46,1.37,23
14165,Gacharoku,PS2,2002.0,Misc,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,46.97,0.0,0.0,1.41,0.0,1.41,22
14166,SX Superstar,GC,2003.0,Racing,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.03,36.32,1.09,0.36,0.0,0.0,1.09,21
14167,Cake Mania: Baker's Challenge,PSP,2008.0,Puzzle,Destineer,0.03,0.0,0.0,0.0,0.03,21.44,0.64,0.0,0.0,0.0,0.64,16
14168,MotoGP,PSP,2006.0,Racing,Sony Computer Entertainment,0.03,0.0,0.0,0.0,0.03,25.21,0.76,0.0,0.0,0.0,0.76,18
14169,Zoo Vet: Endangered Animals,DS,2008.0,Simulation,505 Games,0.03,0.0,0.0,0.0,0.03,59.48,1.78,0.0,0.0,0.0,1.78,16
14170,Deer Drive: Legends,3DS,2012.0,Action,Maximum Family Games,0.03,0.0,0.0,0.0,0.03,33.07,0.99,0.0,0.0,0.0,0.99,12
14171,Driven,GBA,2001.0,Racing,BAM! Entertainment,0.02,0.01,0.0,0.0,0.03,25.94,0.52,0.26,0.0,0.0,0.78,23
14172,Red Faction II,GC,2003.0,Shooter,THQ,0.03,0.01,0.0,0.0,0.03,45.95,1.38,0.46,0.0,0.0,1.38,21
14173,Criminal Girls 2,PSV,2015.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,54.36,0.0,0.0,1.63,0.0,1.63,9
14174,SD Gundam G Generation: Gather Beat 2,WS,2001.0,Strategy,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,63.76,0.0,0.0,1.91,0.0,1.91,23
14175,Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,DS,2011.0,Role-Playing,Hudson Soft,0.0,0.0,0.03,0.0,0.03,62.18,0.0,0.0,1.87,0.0,1.87,13
14176,Who Wants to be a Millionaire: 1st Edition,Wii,2007.0,Misc,Ubisoft,0.0,0.03,0.0,0.0,0.03,14.17,0.0,0.43,0.0,0.0,0.43,17
14177,Diabolik Lovers: Dark Fate,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03,16.21,0.0,0.0,0.49,0.0,0.49,9
14178,Battle Engine Aquila,PS2,2003.0,Shooter,Atari,0.02,0.01,0.0,0.0,0.03,35.89,0.72,0.36,0.0,0.0,1.08,21
14179,Astonishia Story,PSP,2006.0,Role-Playing,Ubisoft,0.03,0.0,0.0,0.0,0.03,60.74,1.82,0.0,0.0,0.0,1.82,18
14180,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS3,2016.0,Misc,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,37.77,0.0,0.0,1.13,0.0,1.13,8
14181,Special Forces: Nemesis Strike,XB,2005.0,Shooter,Hip Interactive,0.03,0.01,0.0,0.0,0.03,33.97,1.02,0.34,0.0,0.0,1.02,19
14182,Women's Volleyball Championship,PS2,2007.0,Sports,Spike,0.0,0.0,0.03,0.0,0.03,30.33,0.0,0.0,0.91,0.0,0.91,17
14183,Junior Island Adventure,DS,2011.0,Puzzle,Unknown,0.03,0.0,0.0,0.0,0.03,28.89,0.87,0.0,0.0,0.0,0.87,13
14184,Jikkyou Powerful Pro Yakyuu Wii Ketteiban,Wii,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,66.9,0.0,0.0,2.01,0.0,2.01,17
14185,MX vs. ATV Supercross,PS3,2014.0,Racing,Nordic Games,0.02,0.01,0.0,0.01,0.03,31.15,0.62,0.31,0.0,0.31,0.93,10
14186,Rakushou! Pachi-Slot Sengen 5: Rio Paradise,PS2,2007.0,Misc,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,40.3,0.0,0.0,1.21,0.0,1.21,17
14187,Sacra Terra: Angelic Night,PC,2011.0,Puzzle,Avanquest,0.01,0.02,0.0,0.01,0.03,10.97,0.11,0.22,0.0,0.11,0.33,13
14188,Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016.0,Action,Activision,0.02,0.01,0.0,0.0,0.03,33.11,0.66,0.33,0.0,0.0,0.99,8
14189,Battle Assault 3 featuring Gundam Seed,PS2,2004.0,Action,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03,66.52,1.33,0.67,0.0,0.0,2.0,20
14190,Crimson Tears,PS2,2004.0,Role-Playing,Capcom,0.02,0.01,0.0,0.0,0.03,51.92,1.04,0.52,0.0,0.0,1.56,20
14191,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,DS,2008.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,53.08,0.0,0.0,1.59,0.0,1.59,16
14192,Batman Forever: The Arcade Game,PS,1996.0,Action,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03,60.58,1.21,0.61,0.0,0.0,1.82,28
14193,Romance of the Three Kingdoms (3DS),3DS,2013.0,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,44.58,0.0,0.0,1.34,0.0,1.34,11
14194,Electroplankton,DS,2005.0,Misc,Nintendo,0.01,0.0,0.02,0.0,0.03,58.04,0.58,0.0,1.16,0.0,1.74,19
14195,Cabela's Outdoor Adventures,GC,2005.0,Sports,Activision,0.03,0.01,0.0,0.0,0.03,64.01,1.92,0.64,0.0,0.0,1.92,19
14196,Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,PS3,2011.0,Strategy,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,21.08,0.0,0.0,0.63,0.0,0.63,13
14197,Backyard NFL Football 2006,GBA,2005.0,Sports,Atari,0.02,0.01,0.0,0.0,0.03,40.11,0.8,0.4,0.0,0.0,1.2,19
14198,Game of Thrones (Telltale),X360,2015.0,Adventure,Telltale Games,0.02,0.01,0.0,0.0,0.03,31.8,0.64,0.32,0.0,0.0,0.95,9
14199,Mashiro Iro Symphony: *mutsu-no-hana,PSP,2011.0,Adventure,Comfort,0.0,0.0,0.03,0.0,0.03,56.61,0.0,0.0,1.7,0.0,1.7,13
14201,Monster Guardians,GBA,2001.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,36.64,0.0,0.0,1.1,0.0,1.1,23
14202,Sunday vs Magazine Shuuketsu! Choujou Daikessen,PSP,2009.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,36.36,0.0,0.0,1.09,0.0,1.09,15
14203,An American Tail: Fievel's Gold Rush,GBA,2002.0,Platform,Conspiracy Entertainment,0.02,0.01,0.0,0.0,0.03,25.77,0.52,0.26,0.0,0.0,0.77,22
14204,Dead or Alive Xtreme 3: Venus,PSV,2016.0,Sports,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,37.34,0.0,0.0,1.12,0.0,1.12,8
14205,Diabolik Lovers: More Blood,PSP,2013.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,35.7,0.0,0.0,1.07,0.0,1.07,11
14206,Magna Carta Portable,PSP,2006.0,Role-Playing,Banpresto,0.0,0.0,0.03,0.0,0.03,50.71,0.0,0.0,1.52,0.0,1.52,18
14207,Red Faction: Guerrilla,PC,2009.0,Shooter,THQ,0.0,0.03,0.0,0.01,0.03,11.65,0.0,0.35,0.0,0.12,0.35,15
14208,The Italian Job,GC,2003.0,Racing,Eidos Interactive,0.03,0.01,0.0,0.0,0.03,47.36,1.42,0.47,0.0,0.0,1.42,21
14209,Crazy Chicken: Star Karts,DS,2008.0,Racing,Phenomedia,0.03,0.0,0.0,0.0,0.03,62.61,1.88,0.0,0.0,0.0,1.88,16
14210,Detective Conan: Phantom Rhapsody,3DS,2014.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,50.52,0.0,0.0,1.52,0.0,1.52,10
14211,Super Dodgeball Brawlers (jp sales),DS,2008.0,Sports,Arc System Works,0.0,0.0,0.03,0.0,0.03,34.15,0.0,0.0,1.02,0.0,1.02,16
14212,Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,PSP,2007.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,33.16,0.0,0.0,0.99,0.0,0.99,17
14213,M&Ms Shell Shocked,PS,2001.0,Action,Berkeley,0.02,0.01,0.0,0.0,0.03,37.19,0.74,0.37,0.0,0.0,1.12,23
14214,RACE On,PC,2009.0,Racing,bitComposer Games,0.0,0.03,0.0,0.01,0.03,66.7,0.0,2.0,0.0,0.67,2.0,15
14215,K-On! After School Live!! HD Ver.,PS3,2012.0,Action,Sega,0.0,0.0,0.03,0.0,0.03,13.47,0.0,0.0,0.4,0.0,0.4,12
14216,Metal Gear Solid: The Essential Collection (JP sales),PS2,2007.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,64.97,0.0,0.0,1.95,0.0,1.95,17
14217,Overlord II,PC,2009.0,Action,Codemasters,0.0,0.03,0.0,0.01,0.03,23.85,0.0,0.72,0.0,0.24,0.72,15
14218,Young Justice: Legacy,Wii,2013.0,Action,Namco Bandai Games,0.0,0.03,0.0,0.0,0.03,31.61,0.0,0.95,0.0,0.0,0.95,11
14219,3D Baseball,PS,1996.0,Sports,BMG Interactive Entertainment,0.02,0.01,0.0,0.0,0.03,22.62,0.45,0.23,0.0,0.0,0.68,28
14220,Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,PS2,2007.0,Misc,Hackberry,0.0,0.0,0.03,0.0,0.03,11.61,0.0,0.0,0.35,0.0,0.35,17
14221,First Queen: Ornic Senki,SNES,1994.0,Role-Playing,Culture Brain,0.0,0.0,0.03,0.0,0.03,51.04,0.0,0.0,1.53,0.0,1.53,30
14222,Call of Juarez: Bound in Blood,PC,2009.0,Shooter,Ubisoft,0.0,0.03,0.0,0.01,0.03,32.17,0.0,0.97,0.0,0.32,0.97,15
14223,Dream C Club Zero,X360,2011.0,Simulation,D3Publisher,0.0,0.0,0.03,0.0,0.03,62.61,0.0,0.0,1.88,0.0,1.88,13
14224,Shining Stars,DS,2008.0,Action,"Destination Software, Inc",0.03,0.0,0.0,0.0,0.03,23.12,0.69,0.0,0.0,0.0,0.69,16
14225,Tail Concerto,PS,1998.0,Adventure,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03,44.3,0.89,0.44,0.0,0.0,1.33,26
14226,The Sum of All Fears,GC,2003.0,Shooter,Ubisoft,0.03,0.01,0.0,0.0,0.03,41.39,1.24,0.41,0.0,0.0,1.24,21
14227,James Pond: Codename Robocod,GBA,2005.0,Platform,Play It,0.02,0.01,0.0,0.0,0.03,57.41,1.15,0.57,0.0,0.0,1.72,19
14228,Yumi's Odd Odyssey,3DS,2013.0,Platform,Agatsuma Entertainment,0.0,0.0,0.03,0.0,0.03,35.41,0.0,0.0,1.06,0.0,1.06,11
14229,Night Head: The Labyrinth,PS,1995.0,Adventure,Fuji,0.0,0.0,0.03,0.0,0.03,24.31,0.0,0.0,0.73,0.0,0.73,29
14230,JoJo's Bizarre Adventure: Eyes of Heaven,PS4,2015.0,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,19.32,0.0,0.0,0.58,0.0,0.58,9
14231,Angler's Club: Ultimate Bass Fishing 3D,3DS,2011.0,Sports,D3Publisher,0.0,0.03,0.0,0.0,0.03,27.75,0.0,0.83,0.0,0.0,0.83,13
14232,Utawarerumono Portable,PSP,2009.0,Role-Playing,Aqua Plus,0.0,0.0,0.03,0.0,0.03,19.87,0.0,0.0,0.6,0.0,0.6,15
14233,Gaia Saver Hero Saidai no Sakusen,SNES,1994.0,Role-Playing,Banpresto,0.0,0.0,0.03,0.0,0.03,45.16,0.0,0.0,1.35,0.0,1.35,30
14234,EverBlue 2,PS2,2002.0,Adventure,Capcom,0.02,0.01,0.0,0.0,0.03,16.6,0.33,0.17,0.0,0.0,0.5,22
14235,Emma at the Farm,DS,2008.0,Adventure,Aspyr,0.03,0.0,0.0,0.0,0.03,15.39,0.46,0.0,0.0,0.0,0.46,16
14236,NASCAR Heat Evolution,PS4,2016.0,Racing,Dusenberry Martin Racing,0.03,0.0,0.0,0.01,0.03,22.52,0.68,0.0,0.0,0.23,0.68,8
14237,Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen,DS,2009.0,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03,12.02,0.0,0.0,0.36,0.0,0.36,15
14238,The Sims 2: Glamour Life Stuff,PC,2006.0,Simulation,Electronic Arts,0.0,0.03,0.0,0.01,0.03,46.12,0.0,1.38,0.0,0.46,1.38,18
14239,Safari Adventures: Africa,Wii,2007.0,Adventure,Neko Entertainment,0.03,0.0,0.0,0.0,0.03,63.62,1.91,0.0,0.0,0.0,1.91,17
14240,Summer Athletics: The Ultimate Challenge,X360,2008.0,Sports,DTP Entertainment,0.02,0.01,0.0,0.0,0.03,30.94,0.62,0.31,0.0,0.0,0.93,16
14241,Prince of Persia: The Forgotten Sands,PC,2010.0,Action,Ubisoft,0.0,0.03,0.0,0.0,0.03,14.55,0.0,0.44,0.0,0.0,0.44,14
14242,Yumeiro Patissiere: My Sweets Cooking,DS,2010.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,37.1,0.0,0.0,1.11,0.0,1.11,14
14243,Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,PSP,2006.0,Misc,Daito,0.0,0.0,0.03,0.0,0.03,21.98,0.0,0.0,0.66,0.0,0.66,18
14244,Clannad,PS3,2011.0,Adventure,Prototype,0.0,0.0,0.03,0.0,0.03,51.8,0.0,0.0,1.55,0.0,1.55,13
14245,Maximum Racing: GP Classic Racing,Wii,2010.0,Racing,Nordic Games,0.03,0.0,0.0,0.0,0.03,49.56,1.49,0.0,0.0,0.0,1.49,14
14246,Trials Fusion,PC,2014.0,Racing,Ubisoft,0.0,0.03,0.0,0.0,0.03,50.88,0.0,1.53,0.0,0.0,1.53,10
14247,Rugby League Live 3,PS3,2015.0,Action,Tru Blu Entertainment,0.0,0.03,0.0,0.0,0.03,11.22,0.0,0.34,0.0,0.0,0.34,9
14248,PowerSlave,PS,1996.0,Shooter,BMG Interactive Entertainment,0.02,0.01,0.0,0.0,0.03,28.94,0.58,0.29,0.0,0.0,0.87,28
14249,Legend of the Dragon,PSP,2007.0,Fighting,Game Factory,0.03,0.0,0.0,0.0,0.03,44.74,1.34,0.0,0.0,0.0,1.34,17
14250,Project Gotham Racing 2 (JP weekly sales),XB,2003.0,Action,Microsoft Game Studios,0.0,0.0,0.03,0.0,0.03,41.93,0.0,0.0,1.26,0.0,1.26,21
14251,Ukiyo no Shishi,PS3,2015.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,68.11,0.0,0.0,2.04,0.0,2.04,9
14252,The Binding of Isaac,PC,2012.0,Action,Unknown,0.0,0.03,0.0,0.0,0.03,17.04,0.0,0.51,0.0,0.0,0.51,12
14253,CT Special Forces,GBA,2002.0,Action,LSP Games,0.02,0.01,0.0,0.0,0.03,11.29,0.23,0.11,0.0,0.0,0.34,22
14254,FIFA World Cup: Germany 2006,GBA,2006.0,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.03,10.06,0.2,0.1,0.0,0.0,0.3,18
14255,Jewel Master: Cradle of Rome,Wii,2008.0,Puzzle,Rondomedia,0.03,0.0,0.0,0.0,0.03,29.48,0.88,0.0,0.0,0.0,0.88,16
14256,Midnight Mysteries: The Edgar Allan Poe Conspiracy,PC,2009.0,Adventure,GSP,0.0,0.03,0.0,0.01,0.03,51.54,0.0,1.55,0.0,0.52,1.55,15
14257,Beastly,Wii,2011.0,Misc,Unknown,0.03,0.0,0.0,0.0,0.03,54.14,1.62,0.0,0.0,0.0,1.62,13
14258,Crash Time: Autobahn Pusuit,X360,2008.0,Racing,RTL,0.03,0.0,0.0,0.0,0.03,22.09,0.66,0.0,0.0,0.0,0.66,16
14259,Earthworm Jim 2,GBA,2002.0,Platform,Vivendi Games,0.02,0.01,0.0,0.0,0.03,37.1,0.74,0.37,0.0,0.0,1.11,22
14260,Garfield: A Tale of Two Kitties,DS,2006.0,Platform,Game Factory,0.03,0.0,0.0,0.0,0.03,31.47,0.94,0.0,0.0,0.0,0.94,18
14261,Tamagotchi no Doki Doki Dream Omisecchi,3DS,2013.0,Simulation,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,47.24,0.0,0.0,1.42,0.0,1.42,11
14262,Toushin Toshi,3DS,2014.0,Role-Playing,imageepoch Inc.,0.0,0.0,0.03,0.0,0.03,32.18,0.0,0.0,0.97,0.0,0.97,10
14263,Suujin Taisen,DS,2007.0,Strategy,Nintendo,0.0,0.0,0.03,0.0,0.03,37.3,0.0,0.0,1.12,0.0,1.12,17
14264,SBK 2011: FIM Superbike World Championship,PC,2011.0,Racing,Black Bean Games,0.0,0.03,0.0,0.01,0.03,42.41,0.0,1.27,0.0,0.42,1.27,13
14265,Driv3r,GBA,2005.0,Racing,Atari,0.02,0.01,0.0,0.0,0.03,57.5,1.15,0.58,0.0,0.0,1.72,19
14266,Street Supremacy,PSP,2005.0,Racing,Konami Digital Entertainment,0.03,0.0,0.0,0.0,0.03,23.18,0.7,0.0,0.0,0.0,0.7,19
14267,Combat Mission: Shock Force,PC,2007.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.01,0.03,23.02,0.0,0.69,0.0,0.23,0.69,17
14268,Rome: Total War - Gold Edition,PC,2006.0,Strategy,Sega,0.0,0.03,0.0,0.01,0.03,39.16,0.0,1.17,0.0,0.39,1.17,18
14269,House M.D.,DS,2010.0,Adventure,Mindscape,0.02,0.01,0.0,0.0,0.03,60.53,1.21,0.61,0.0,0.0,1.82,14
14270,Mystery Case Files: Ravenhearst,PC,2007.0,Puzzle,Focus Home Interactive,0.01,0.02,0.0,0.01,0.03,10.65,0.11,0.21,0.0,0.11,0.32,17
14271,YoKai Watch Dance: Just Dance Special Version,WiiU,2015.0,Misc,Level 5,0.0,0.0,0.03,0.0,0.03,54.52,0.0,0.0,1.64,0.0,1.64,9
14272,River King: Mystic Valley (jp sales),DS,2007.0,Sports,Rising Star Games,0.0,0.0,0.03,0.0,0.03,48.18,0.0,0.0,1.45,0.0,1.45,17
14273,Winning Post World,PS2,2009.0,Sports,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,57.44,0.0,0.0,1.72,0.0,1.72,15
14274,Jig-A-Pix: Wild World,DS,2009.0,Puzzle,Zushi Games,0.03,0.01,0.0,0.0,0.03,52.79,1.58,0.53,0.0,0.0,1.58,15
14275,Best Friends Tonight,DS,2010.0,Misc,Ubisoft,0.03,0.0,0.0,0.0,0.03,21.01,0.63,0.0,0.0,0.0,0.63,14
14276,Beyond the Labyrinth,3DS,,Role-Playing,Unknown,0.0,0.0,0.03,0.0,0.03,31.27,0.0,0.0,0.94,0.0,0.94,0
14277,Living Legends: Frozen Beauty,PC,2014.0,Action,Big Fish Games,0.0,0.03,0.0,0.0,0.03,66.6,0.0,2.0,0.0,0.0,2.0,10
14278,Super Hero Generation,PS3,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,18.31,0.0,0.0,0.55,0.0,0.55,10
